filename,variety,actual_class,predicted_class,probability,gradcam_path
OS (12)_aug64.jpg,Assamica,matured,Tender,0.19683535397052765,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (12)_aug64.jpg
OS (12)_aug74.jpg,Assamica,matured,Tender,0.1765407770872116,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (12)_aug74.jpg
OS (12)_aug76.jpg,Assamica,matured,Tender,0.27996641397476196,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (12)_aug76.jpg
OS (12)_aug91.jpg,Assamica,matured,Tender,0.14558932185173035,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (12)_aug91.jpg
OS (2)_aug2.jpg,Assamica,matured,Tender,0.004772610031068325,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (2)_aug2.jpg
OS (2)_aug49.jpg,Assamica,matured,Tender,0.005338141694664955,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (2)_aug49.jpg
OS (2)_aug61.jpg,Assamica,matured,Tender,0.0044853962026536465,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (2)_aug61.jpg
OS (2)_aug62.jpg,Assamica,matured,Tender,0.025227466598153114,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (2)_aug62.jpg
OS (2)_aug77.jpg,Assamica,matured,Tender,0.03703978657722473,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (2)_aug77.jpg
OS (2)_aug78.jpg,Assamica,matured,Tender,0.010481694713234901,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (2)_aug78.jpg
OS (2)_aug85.jpg,Assamica,matured,Tender,0.057633139193058014,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (2)_aug85.jpg
OS (2)_aug98.jpg,Assamica,matured,Tender,0.02708072029054165,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (2)_aug98.jpg
OS (3)_aug16.jpg,Assamica,matured,Tender,0.03313973918557167,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (3)_aug16.jpg
OS (3)_aug52.jpg,Assamica,matured,Tender,0.03430073335766792,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (3)_aug52.jpg
OS (3)_aug58.jpg,Assamica,matured,Tender,0.02867448888719082,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (3)_aug58.jpg
OS (3)_aug7.jpg,Assamica,matured,Tender,0.10487780719995499,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (3)_aug7.jpg
OS (3)_aug75.jpg,Assamica,matured,Tender,0.020466532558202744,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (3)_aug75.jpg
OS (3)_aug88.jpg,Assamica,matured,Tender,0.030871404334902763,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (3)_aug88.jpg
OS (3)_aug91.jpg,Assamica,matured,Tender,0.06655161827802658,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (3)_aug91.jpg
OS (3)_aug98.jpg,Assamica,matured,Tender,0.01920020952820778,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (3)_aug98.jpg
OS (4)_aug17.jpg,Assamica,matured,Tender,0.01030744332820177,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (4)_aug17.jpg
OS (4)_aug24.jpg,Assamica,matured,Tender,0.0027327737770974636,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (4)_aug24.jpg
OS (4)_aug30.jpg,Assamica,matured,Tender,0.004383978899568319,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (4)_aug30.jpg
OS (4)_aug52.jpg,Assamica,matured,Tender,0.008807161822915077,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (4)_aug52.jpg
OS (4)_aug63.jpg,Assamica,matured,Tender,0.009921246208250523,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (4)_aug63.jpg
OS (4)_aug83.jpg,Assamica,matured,Tender,0.010243993252515793,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (4)_aug83.jpg
OS (4)_aug92.jpg,Assamica,matured,Tender,0.06474649161100388,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (4)_aug92.jpg
OS (4)_aug99.jpg,Assamica,matured,Tender,0.014487579464912415,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (4)_aug99.jpg
OS (5)_aug14.jpg,Assamica,matured,Tender,0.009717218577861786,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (5)_aug14.jpg
OS (5)_aug19.jpg,Assamica,matured,Tender,0.015894416719675064,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (5)_aug19.jpg
OS (5)_aug2.jpg,Assamica,matured,Tender,0.03932243213057518,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (5)_aug2.jpg
OS (5)_aug21.jpg,Assamica,matured,Tender,0.03563942760229111,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (5)_aug21.jpg
OS (5)_aug26.jpg,Assamica,matured,Tender,0.005567444954067469,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (5)_aug26.jpg
OS (5)_aug39.jpg,Assamica,matured,Tender,0.008529937826097012,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (5)_aug39.jpg
OS (5)_aug41.jpg,Assamica,matured,Tender,0.023834707215428352,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (5)_aug41.jpg
OS (5)_aug48.jpg,Assamica,matured,Tender,0.013833028264343739,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (5)_aug48.jpg
OS (5)_aug59.jpg,Assamica,matured,Tender,0.010590855032205582,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (5)_aug59.jpg
OS (5)_aug60.jpg,Assamica,matured,Tender,0.023218033835291862,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (5)_aug60.jpg
OS (5)_aug96.jpg,Assamica,matured,Tender,0.009266472421586514,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (5)_aug96.jpg
OS (6).jpg,Assamica,matured,Tender,0.10147343575954437,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (6).jpg
OS (6)_aug13.jpg,Assamica,matured,Tender,0.20655304193496704,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (6)_aug13.jpg
OS (6)_aug21.jpg,Assamica,matured,Tender,0.15009352564811707,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (6)_aug21.jpg
OS (6)_aug33.jpg,Assamica,matured,Tender,0.1375821828842163,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (6)_aug33.jpg
OS (6)_aug36.jpg,Assamica,matured,Tender,0.35139337182044983,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (6)_aug36.jpg
OS (6)_aug41.jpg,Assamica,matured,Tender,0.21519653499126434,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (6)_aug41.jpg
OS (6)_aug49.jpg,Assamica,matured,Tender,0.07975301891565323,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (6)_aug49.jpg
OS (6)_aug50.jpg,Assamica,matured,Tender,0.08903800696134567,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (6)_aug50.jpg
OS (6)_aug54.jpg,Assamica,matured,Tender,0.21416430175304413,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (6)_aug54.jpg
OS (6)_aug56.jpg,Assamica,matured,Tender,0.09448671340942383,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (6)_aug56.jpg
OS (6)_aug74.jpg,Assamica,matured,Tender,0.10227479785680771,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (6)_aug74.jpg
OS (6)_aug75.jpg,Assamica,matured,Tender,0.13826662302017212,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (6)_aug75.jpg
OS (6)_aug78.jpg,Assamica,matured,Tender,0.10727536678314209,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (6)_aug78.jpg
OS (7)_aug3.jpg,Assamica,matured,Tender,0.25759679079055786,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (7)_aug3.jpg
OS (7)_aug32.jpg,Assamica,matured,Tender,0.37051504850387573,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (7)_aug32.jpg
OS (7)_aug36.jpg,Assamica,matured,Tender,0.21557104587554932,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (7)_aug36.jpg
OS (7)_aug41.jpg,Assamica,matured,Tender,0.10562978684902191,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (7)_aug41.jpg
OS (7)_aug5.jpg,Assamica,matured,Tender,0.04570751637220383,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (7)_aug5.jpg
OS (7)_aug7.jpg,Assamica,matured,Tender,0.012394560500979424,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (7)_aug7.jpg
OS (7)_aug79.jpg,Assamica,matured,Tender,0.3127315938472748,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (7)_aug79.jpg
OS (7)_aug89.jpg,Assamica,matured,Tender,0.45069336891174316,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (7)_aug89.jpg
OS (7)_aug90.jpg,Assamica,matured,Tender,0.09887056052684784,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (7)_aug90.jpg
OS (8)_aug2.jpg,Assamica,matured,Tender,0.03406916931271553,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (8)_aug2.jpg
OS (8)_aug28.jpg,Assamica,matured,Tender,0.12026170641183853,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (8)_aug28.jpg
OS (8)_aug42.jpg,Assamica,matured,Tender,0.18827201426029205,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (8)_aug42.jpg
OS (8)_aug54.jpg,Assamica,matured,Tender,0.13405051827430725,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (8)_aug54.jpg
OS (8)_aug71.jpg,Assamica,matured,Tender,0.04126112908124924,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (8)_aug71.jpg
OS (8)_aug74.jpg,Assamica,matured,Tender,0.08873634040355682,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (8)_aug74.jpg
OS (8)_aug77.jpg,Assamica,matured,Tender,0.05969175696372986,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (8)_aug77.jpg
OS (8)_aug79.jpg,Assamica,matured,Tender,0.14962662756443024,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (8)_aug79.jpg
OS (8)_aug89.jpg,Assamica,matured,Tender,0.04637482017278671,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (8)_aug89.jpg
OS (9)_aug15.jpg,Assamica,matured,Tender,0.014963825233280659,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (9)_aug15.jpg
OS (9)_aug17.jpg,Assamica,matured,Tender,0.004089917987585068,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (9)_aug17.jpg
OS (9)_aug29.jpg,Assamica,matured,Tender,0.02999291568994522,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (9)_aug29.jpg
OS (9)_aug4.jpg,Assamica,matured,Tender,0.004230697639286518,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (9)_aug4.jpg
OS (9)_aug49.jpg,Assamica,matured,Tender,0.006906657014042139,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (9)_aug49.jpg
OS (9)_aug54.jpg,Assamica,matured,Tender,0.0033456136006861925,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (9)_aug54.jpg
OS (9)_aug6.jpg,Assamica,matured,Tender,0.0017692542169243097,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (9)_aug6.jpg
OS (9)_aug64.jpg,Assamica,matured,Tender,0.019687345251441002,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (9)_aug64.jpg
OS (9)_aug76.jpg,Assamica,matured,Tender,0.011601144447922707,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (9)_aug76.jpg
OS (9)_aug8.jpg,Assamica,matured,Tender,0.001360242604278028,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (9)_aug8.jpg
OS (9)_aug81.jpg,Assamica,matured,Tender,0.007988742552697659,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (9)_aug81.jpg
OS (9)_aug87.jpg,Assamica,matured,Tender,0.006029620300978422,C:/Users/HP/Desktop/Tea/iTeaGrow---Research-Project/MobileNetV3-Tea-Maturity/gradcam_outputs_final\Assamica_matured\OS (9)_aug87.jpg
